,coadd_object_id,ra,dec,z,err_z,flag_des,survey,flag_survey,mag_auto_g_dered,mag_auto_r_dered,mag_auto_i_dered,mag_auto_z_dered,mag_auto_y_dered,magerr_auto_g,magerr_auto_r,magerr_auto_i,magerr_auto_z,magerr_auto_y
478,956409268,333.92922,0.702649,0.6386,99.0,3,VVDS,3.0,22.819782257080078,21.139450073242188,20.237289428710938,19.803491592407227,19.805740356445312,0.0724329948425293,0.02114616520702839,0.015113313682377338,0.019713900983333588,0.0657593160867691
4614,955044089,333.619666,0.552464,0.5694,99.0,4,VVDS,4.0,22.93430519104004,22.280967712402344,22.058378219604492,21.950092315673828,21.820335388183594,0.051294729113578796,0.03969687223434448,0.04993885010480881,0.08381832391023636,0.27695605158805847
1203,955875599,334.525575,-0.453364,0.2344,99.0,4,VVDS,4.0,21.622941970825195,20.848419189453125,20.516794204711914,20.382030487060547,20.456697463989258,0.020280100405216217,0.012330842204391956,0.013618473894894123,0.022999316453933716,0.085598886013031
5282,1278940122,36.722907,-4.484226,0.2936,99.0,4,VVDS,4.0,22.5177001953125,21.995962142944336,21.689794540405273,21.573579788208008,21.715290069580078,0.036519695073366165,0.028815265744924545,0.03870627284049988,0.07091683149337769,0.20406417548656464
142,1278902705,36.633033,-4.064545,0.3501,99.0,3,VVDS,3.0,23.777881622314453,23.010929107666016,22.816177368164062,22.60542106628418,24.074193954467773,0.10419129580259323,0.06048893928527832,0.09642551094293594,0.16589288413524628,1.4879753589630127
1721,955882388,334.245994,-0.524138,0.439,99.0,4,VVDS,4.0,23.371206283569336,22.05405044555664,21.530746459960938,21.176305770874023,21.19609832763672,0.08173443377017975,0.031838227063417435,0.02966143563389778,0.042201437056064606,0.13049565255641937
1454,954359399,333.694862,-0.500999,0.5685,99.0,3,VVDS,3.0,23.988811492919922,22.750593185424805,22.353443145751953,22.267763137817383,21.66643714904785,0.13521316647529602,0.055624328553676605,0.05817900598049164,0.1039673238992691,0.23800180852413177
4701,958136796,335.170366,0.333435,0.7599,99.0,4,VVDS,4.0,23.214109420776367,21.56012725830078,20.50503921508789,20.136079788208008,20.040904998779297,0.07416035979986191,0.022751938551664352,0.01361458282917738,0.01732400804758072,0.06677811592817307
4877,1278925823,36.906485,-4.319824,0.3447,99.0,4,VVDS,4.0,23.261253356933594,22.649152755737305,22.621736526489258,22.360794067382812,22.969606399536133,0.07093209773302078,0.05167939141392708,0.09302565455436707,0.13927626609802246,0.5901474356651306
605,955466643,333.902225,0.341823,0.3381,99.0,4,VVDS,4.0,21.738513946533203,20.904281616210938,20.792943954467773,20.51766586303711,20.41739845275879,0.019323129206895828,0.012060259468853474,0.016575248911976814,0.024384954944252968,0.08534614741802216
1194,955878283,334.609327,-0.479961,0.6577,99.0,3,VVDS,3.0,26.023435592651367,23.298988342285156,22.37075424194336,21.79865074157715,21.9367733001709,0.8307029008865356,0.08580681681632996,0.05851525440812111,0.06339568644762039,0.2569825053215027
5298,1278920892,36.445448,-4.271791,0.7059,99.0,4,VVDS,4.0,24.11499786376953,21.995819091796875,21.018844604492188,20.677534103393555,20.409141540527344,0.2420341670513153,0.044429704546928406,0.029476793482899666,0.04720471054315567,0.08305485546588898
3027,1278911851,36.832894,-4.167394,0.9069,99.0,3,VVDS,3.0,23.17169761657715,22.499568939208984,21.57611083984375,21.07746696472168,20.92523193359375,0.1239427998661995,0.07424606382846832,0.06033492833375931,0.07365584373474121,0.1707116961479187
1477,958300639,335.215836,-0.444251,0.4228,99.0,4,VVDS,4.0,23.615421295166016,22.33970069885254,21.99287986755371,21.96044158935547,21.687471389770508,0.10897380113601685,0.04332632198929787,0.046091482043266296,0.07608035951852798,0.26497557759284973
497,956414399,333.966429,0.649767,0.4545,99.0,3,VVDS,3.0,21.794658660888672,20.754587173461914,20.413732528686523,20.16777992248535,19.86649513244629,0.03385240584611893,0.01648876629769802,0.018392467871308327,0.027169259265065193,0.07277748733758926
1400,954462539,333.755172,-0.054303,0.2721,99.0,4,VVDS,4.0,22.770694732666016,22.335342407226562,22.271587371826172,22.36156463623047,21.94843864440918,0.052641611546278,0.04504198953509331,0.06563841551542282,0.13699252903461456,0.29834485054016113
2644,1278951420,36.673071,-4.608563,0.592,99.0,4,VVDS,4.0,23.015342712402344,22.19702911376953,21.735387802124023,21.537551879882812,21.502845764160156,0.04098338261246681,0.026822121813893318,0.030811814591288567,0.04385822266340256,0.12346874177455902
6288,954344792,333.521486,-0.357675,0.3069,99.0,4,VVDS,4.0,21.7290096282959,20.615585327148438,20.11798095703125,19.743675231933594,19.626371383666992,0.02681506797671318,0.012587851844727993,0.012319651432335377,0.016731755807995796,0.04790249466896057
3688,954462406,333.849908,-0.053296,0.5089,99.0,4,VVDS,4.0,22.965429306030273,22.16857147216797,21.796472549438477,21.704755783081055,21.795713424682617,0.0674130991101265,0.04080841690301895,0.04450244456529617,0.07904408872127533,0.2972472608089447
2691,958111387,334.999375,0.561799,0.2498,99.0,4,VVDS,4.0,21.370988845825195,20.568449020385742,20.188949584960938,20.057209014892578,20.06008529663086,0.013796365819871426,0.008954425342381,0.010491330176591873,0.016672372817993164,0.06617248058319092
721,954040092,333.463145,0.280314,0.6169,99.0,3,VVDS,3.0,24.091222763061523,22.070703506469727,21.14336585998535,20.830852508544922,20.797319412231445,0.1715337634086609,0.03533899784088135,0.02387140691280365,0.04166603088378906,0.09877174347639084
3825,958064265,335.269929,1.011049,0.2145,99.0,4,VVDS,4.0,20.410072326660156,19.27470588684082,18.81634521484375,18.552961349487305,18.470626831054688,0.010702247731387615,0.004691277164965868,0.0050153280608356,0.007806034758687019,0.022313037887215614
1025,953838344,333.714069,1.210691,0.5659,99.0,4,VVDS,4.0,23.281225204467773,21.399885177612305,20.50825309753418,20.099088668823242,19.967496871948242,0.09116567671298981,0.023745007812976837,0.015943504869937897,0.019996216520667076,0.06470220535993576
1916,958090597,335.278331,0.757632,0.649,99.0,4,VVDS,4.0,22.435266494750977,20.741336822509766,19.709115982055664,19.26835823059082,19.126819610595703,0.06871829181909561,0.019449425861239433,0.011370966210961342,0.014248266816139221,0.04595397785305977
1295,954471156,333.775225,-0.144209,0.2512,99.0,4,VVDS,4.0,22.826576232910156,22.335540771484375,22.106597900390625,21.835620880126953,22.06847381591797,0.08559548109769821,0.06549162417650223,0.08146187663078308,0.11134839802980423,0.5430768728256226
2077,958070985,335.009474,0.948564,0.2732,99.0,4,VVDS,4.0,20.981155395507812,20.129962921142578,19.708595275878906,19.518037796020508,19.511201858520508,0.014088704250752926,0.00841713510453701,0.008958633057773113,0.013825702480971813,0.046340398490428925
1421,958206995,335.056364,-0.331784,0.3579,99.0,4,VVDS,4.0,22.406917572021484,21.744474411010742,21.785436630249023,21.43933868408203,21.703676223754883,0.03636424243450165,0.026979178190231323,0.04248456656932831,0.05796317011117935,0.2795048952102661
3080,1278934015,36.864559,-4.415021,0.4893,99.0,4,VVDS,4.0,24.04960823059082,23.03742218017578,22.794069290161133,22.619548797607422,22.339948654174805,0.13351914286613464,0.07286643981933594,0.09469816833734512,0.16084274649620056,0.30087026953697205
3196,1279117527,36.604376,-4.801523,0.3786,99.0,3,VVDS,3.0,22.77522087097168,22.07877540588379,21.86249542236328,21.77814292907715,21.467607498168945,0.06609427183866501,0.04580733925104141,0.06886959820985794,0.11727950721979141,0.24237984418869019
5494,1278910994,36.889424,-4.157439,0.718,99.0,4,VVDS,4.0,23.07778549194336,22.14915657043457,21.274822235107422,20.885883331298828,20.742813110351562,0.08699358254671097,0.044468801468610764,0.03508580103516579,0.05243707820773125,0.11294449865818024
4386,958074617,335.204704,0.916963,0.2923,99.0,3,VVDS,3.0,22.662471771240234,21.868078231811523,21.53188705444336,21.333293914794922,21.46039581298828,0.03784714639186859,0.024524841457605362,0.027181614190340042,0.04180863872170448,0.18329153954982758
5102,1273497066,36.314295,-4.461556,0.4238,99.0,3,VVDS,3.0,23.037439346313477,21.54478645324707,21.07959747314453,20.707677841186523,20.596900939941406,0.06906089931726456,0.022617584094405174,0.025676384568214417,0.032724447548389435,0.0958934873342514
1302,954470795,333.670794,-0.141014,0.528,99.0,3,VVDS,3.0,21.998167037963867,21.147314071655273,20.833438873291016,20.670652389526367,20.78590965270996,0.0366307832300663,0.020700331777334213,0.024361439049243927,0.036107227206230164,0.15939928591251373
108,1278937817,36.391236,-4.459424,0.8831,99.0,3,VVDS,3.0,23.602066040039062,22.914138793945312,22.220155715942383,22.196678161621094,22.291975021362305,0.09954801201820374,0.06758914887905121,0.06433909386396408,0.11235017329454422,0.3528611958026886
1351,954353418,333.517527,-0.442505,0.8795,99.0,3,VVDS,3.0,23.33246421813965,23.059370040893555,22.482154846191406,22.291494369506836,23.45496368408203,0.07485676556825638,0.07595634460449219,0.06807152181863785,0.1084659993648529,0.963756799697876
5664,1278937681,36.839246,-4.457473,0.3289,99.0,3,VVDS,3.0,22.600114822387695,21.16421127319336,20.70755958557129,20.416017532348633,20.362768173217773,0.03860899806022644,0.013381469063460827,0.015771476551890373,0.022768449038267136,0.055841539055109024
6180,955786449,333.900579,-0.28989,0.6421,99.0,4,VVDS,4.0,22.45747184753418,21.60887336730957,21.14581871032715,20.969738006591797,20.73021697998047,0.04635818302631378,0.027039838954806328,0.02647186443209648,0.042667023837566376,0.12529845535755157
2988,1278936809,36.706053,-4.447287,0.3299,99.0,4,VVDS,4.0,22.158540725708008,21.47385597229004,21.315717697143555,21.227989196777344,21.13254737854004,0.027902258560061455,0.01827291026711464,0.028409546241164207,0.05243220552802086,0.12414596229791641
2598,957411292,334.636343,1.191747,0.2449,99.0,4,VVDS,4.0,23.318572998046875,22.710041046142578,22.133163452148438,22.004337310791016,22.138671875,0.08861584216356277,0.053086329251527786,0.05046957731246948,0.10794386267662048,0.3090103566646576
3131,1279116980,36.645902,-4.795134,0.4972,99.0,4,VVDS,4.0,23.195720672607422,22.970705032348633,22.443113327026367,22.25415802001953,23.89190673828125,0.08073323965072632,0.08884375542402267,0.09733693301677704,0.15421587228775024,1.9006187915802002
336,953849049,333.68013,1.117667,0.468,99.0,3,VVDS,3.0,23.29926109313965,21.240875244140625,20.550661087036133,20.179061889648438,20.08051109313965,0.09639929234981537,0.019297262653708458,0.015764111652970314,0.02270624414086342,0.06090911105275154
5551,1273508042,36.28257,-4.572972,0.4465,99.0,4,VVDS,4.0,22.683671951293945,22.105436325073242,21.925025939941406,21.861440658569336,21.76949119567871,0.04765186458826065,0.034870799630880356,0.050449520349502563,0.09415288269519806,0.2019161880016327
2273,958122428,335.165902,0.452768,0.4179,99.0,4,VVDS,4.0,21.665294647216797,20.990230560302734,20.917070388793945,20.662525177001953,20.915390014648438,0.016265664249658585,0.01178894005715847,0.017354799434542656,0.025424757972359657,0.13195040822029114
2138,958137648,335.043483,0.326431,0.3033,99.0,4,VVDS,4.0,22.110361099243164,21.31202507019043,21.104232788085938,20.836973190307617,20.612016677856445,0.02781539410352707,0.01820220984518528,0.02276945672929287,0.03393510729074478,0.10658034682273865
5180,1278944599,36.442684,-4.530408,0.9729,99.0,3,VVDS,3.0,23.54267692565918,23.26006317138672,22.634864807128906,22.114452362060547,22.004236221313477,0.08880318701267242,0.09163257479667664,0.09224959462881088,0.10454555600881577,0.27181529998779297
5444,1278933637,36.570119,-4.410483,0.7676,99.0,4,VVDS,4.0,23.59486198425293,23.076292037963867,22.64537239074707,22.73593521118164,22.436613082885742,0.08024857193231583,0.0643170103430748,0.07933835685253143,0.16342793405056,0.3225078582763672
2288,954049768,333.876226,0.183729,0.5107,99.0,3,VVDS,3.0,23.263656616210938,21.90692901611328,21.505712509155273,21.3308048248291,21.37327766418457,0.09793931245803833,0.0360778346657753,0.03885166719555855,0.059795644134283066,0.22594858705997467
5398,1278910554,36.467367,-4.151657,0.848,99.0,3,VVDS,3.0,23.73178482055664,23.32269859313965,22.456941604614258,22.08486557006836,22.343660354614258,0.1653006225824356,0.1306609958410263,0.09983927756547928,0.1401584893465042,0.42320582270622253
3254,1279102218,36.550385,-4.626427,0.5813,99.0,4,VVDS,4.0,23.62457275390625,22.844602584838867,22.567737579345703,22.472932815551758,21.995189666748047,0.10094334185123444,0.06343206018209457,0.08673106133937836,0.1512041985988617,0.25256285071372986
2951,1278910948,36.85308,-4.156079,0.3441,99.0,3,VVDS,3.0,23.761465072631836,22.613922119140625,22.17156982421875,22.09962272644043,21.867374420166016,0.12130188941955566,0.05051296204328537,0.0590294748544693,0.11883385479450226,0.23514223098754883
724,954041012,333.478282,0.270553,0.1786,99.0,3,VVDS,3.0,22.007139205932617,21.630226135253906,21.563152313232422,21.61883544921875,21.422908782958984,0.03795982897281647,0.03308490291237831,0.05041477084159851,0.09269322454929352,0.2895813286304474
765,954052429,333.690944,0.156625,0.481,99.0,4,VVDS,4.0,21.78310203552246,20.773319244384766,20.48026466369629,20.21226692199707,20.011932373046875,0.0263886209577322,0.012611919082701206,0.015986040234565735,0.024769065901637077,0.06694281846284866
286,956250611,333.931412,0.985558,0.1744,99.0,4,VVDS,4.0,20.883474349975586,20.196470260620117,19.812580108642578,19.62398338317871,19.64132308959961,0.012103112414479256,0.009145460091531277,0.009908908046782017,0.01532704383134842,0.049121957272291183
4537,954034315,333.617184,0.334366,0.7368,99.0,3,VVDS,3.0,22.886133193969727,22.348369598388672,22.038658142089844,21.83224868774414,21.599851608276367,0.06093418970704079,0.04968567192554474,0.05809585750102997,0.09200575202703476,0.2506590783596039
4176,955484660,334.212495,0.159134,0.7625,99.0,4,VVDS,4.0,22.71646499633789,22.17030906677246,21.79451560974121,21.508224487304688,21.700624465942383,0.04233405739068985,0.034955114126205444,0.037873774766922,0.05577732250094414,0.23244446516036987
307,954995822,333.889011,0.986045,0.3706,99.0,3,VVDS,3.0,23.355243682861328,22.0139217376709,21.717578887939453,21.386417388916016,21.884218215942383,0.07326935976743698,0.029754821211099625,0.034632790833711624,0.05330776423215866,0.23937757313251495
5860,1278920659,36.426881,-4.264672,0.5254,99.0,4,VVDS,4.0,23.16937828063965,22.505605697631836,22.2562313079834,22.1812744140625,22.215167999267578,0.08055321127176285,0.05982552468776703,0.07289975136518478,0.14962361752986908,0.3478277623653412
6267,955781849,333.905131,-0.242426,0.2707,99.0,4,VVDS,4.0,21.594079971313477,21.01861572265625,20.87080192565918,20.861997604370117,20.836957931518555,0.022166408598423004,0.01705913618206978,0.022523853927850723,0.04448016732931137,0.13805995881557465
5119,1274261013,36.428619,-4.691944,0.632,99.0,4,VVDS,4.0,22.442153930664062,21.87381935119629,21.505727767944336,21.646318435668945,21.497451782226562,0.04209224879741669,0.03237752616405487,0.043376971036195755,0.08980169147253036,0.22714991867542267
4600,958102451,335.03488,0.651281,0.5001,99.0,3,VVDS,3.0,22.64943504333496,22.125091552734375,21.91644287109375,21.939790725708008,21.45351791381836,0.05065817013382912,0.040430475026369095,0.05535445734858513,0.11357352882623672,0.26547178626060486
2317,955045788,333.53106,0.53259,0.421,99.0,3,VVDS,3.0,22.601295471191406,21.931764602661133,21.79393768310547,21.4514102935791,21.42208480834961,0.05677017569541931,0.04200974106788635,0.057814836502075195,0.08088666200637817,0.2771351933479309
5741,1278932920,36.926444,-4.402464,0.701,99.0,3,VVDS,3.0,23.890480041503906,22.842689514160156,21.960290908813477,21.749168395996094,21.330322265625,0.13944262266159058,0.06740495562553406,0.05431146174669266,0.09179531782865524,0.16801322996616364
4872,1278931712,36.715515,-4.388647,1.4284,99.0,4,VVDS,4.0,23.104536056518555,22.717395782470703,22.47822380065918,22.175596237182617,21.57757568359375,0.06728016585111618,0.05981452018022537,0.07919866591691971,0.1319824755191803,0.21102380752563477
5563,1278950845,36.61004,-4.606758,0.6918,99.0,3,VVDS,3.0,21.97662925720215,21.342662811279297,20.991069793701172,20.66457176208496,19.942134857177734,0.055407218635082245,0.042360104620456696,0.05232887715101242,0.07576969265937805,0.09960879385471344
4441,956434100,333.978387,0.459091,0.9368,99.0,3,VVDS,3.0,23.38558006286621,22.712120056152344,22.05213737487793,21.71019172668457,21.67652702331543,0.07206679880619049,0.05328190699219704,0.04446765407919884,0.0639544427394867,0.21550427377223969
5370,1279105942,36.673337,-4.67188,0.4084,99.0,3,VVDS,3.0,23.233766555786133,22.249526977539062,21.963272094726562,21.66688346862793,22.020111083984375,0.06762725114822388,0.035563789308071136,0.05172562599182129,0.07057218253612518,0.3246464133262634
3535,1278934975,36.454648,-4.430945,0.296,99.0,4,VVDS,4.0,21.31712532043457,20.52701187133789,20.227405548095703,20.051408767700195,20.1721134185791,0.023371847346425056,0.01467854343354702,0.018317103385925293,0.03432125970721245,0.08631443232297897
71,1278919128,36.845725,-4.248143,0.312,99.0,4,VVDS,4.0,21.547042846679688,20.89789581298828,20.706268310546875,20.479990005493164,20.609312057495117,0.020938826724886894,0.014676462858915329,0.02177649922668934,0.03690345585346222,0.10341950505971909
4409,958072079,334.729953,0.940605,0.2486,99.0,3,VVDS,3.0,22.075321197509766,21.531526565551758,21.3579158782959,21.194095611572266,21.38631820678711,0.03631526231765747,0.02905169688165188,0.03673813119530678,0.05940748006105423,0.26612505316734314
711,955025147,333.882279,0.727865,0.8108,99.0,3,VVDS,3.0,25.006797790527344,23.092140197753906,21.952800750732422,21.44391441345215,21.41931915283203,0.40194427967071533,0.0967419371008873,0.05270387977361679,0.055885326117277145,0.18500256538391113
421,955488725,334.563183,0.114673,0.5922,99.0,3,VVDS,3.0,24.452800750732422,23.0877628326416,22.724212646484375,22.50545310974121,22.027915954589844,0.20582880079746246,0.07756385952234268,0.07741096615791321,0.11003287881612778,0.2934216856956482
1020,953837125,333.756159,1.222021,0.3794,99.0,4,VVDS,4.0,22.225238800048828,21.504638671875,20.90741729736328,20.573713302612305,20.59634017944336,0.06353941559791565,0.049017488956451416,0.04320400953292847,0.0516166090965271,0.1772577166557312
3844,957418159,334.807729,1.120255,0.459,99.0,3,VVDS,3.0,22.326196670532227,21.5526180267334,21.30563735961914,21.09361457824707,20.849369049072266,0.038478247821331024,0.024565864354372025,0.029338397085666656,0.04752088338136673,0.11496932059526443
1615,955783951,334.562153,-0.265026,0.4309,99.0,4,VVDS,4.0,22.676944732666016,21.91424560546875,21.689193725585938,21.503992080688477,21.675508499145508,0.04407653585076332,0.028983769938349724,0.03301245719194412,0.05367980897426605,0.23400811851024628
3337,1278943080,37.014417,-4.513666,0.4686,99.0,3,VVDS,3.0,23.649736404418945,23.012767791748047,22.77872657775879,22.633466720581055,22.144678115844727,0.08499280363321304,0.06142749637365341,0.08905082195997238,0.14930827915668488,0.2332257330417633
737,954044551,333.475982,0.235525,0.8716,99.0,4,VVDS,4.0,22.93475914001465,22.606552124023438,22.335813522338867,21.91301727294922,22.243682861328125,0.055302176624536514,0.053673308342695236,0.06539886444807053,0.07299022376537323,0.323121041059494
3070,1278925175,36.710716,-4.312414,0.3457,99.0,4,VVDS,4.0,23.708316802978516,23.027589797973633,22.89542579650879,22.782421112060547,23.50820541381836,0.08221699297428131,0.057951148599386215,0.08417148888111115,0.16368798911571503,0.7798231840133667
3822,957412692,334.759819,1.177449,0.8436,99.0,3,VVDS,3.0,24.78636932373047,22.701488494873047,21.523820877075195,20.83639144897461,20.71329689025879,0.3377317488193512,0.06422004848718643,0.0349465012550354,0.03570932149887085,0.09646347910165787
5359,1278947507,36.851047,-4.562713,0.5126,99.0,4,VVDS,4.0,23.694368362426758,22.67975616455078,22.346420288085938,22.028003692626953,22.22608184814453,0.0896783322095871,0.04728483408689499,0.06137973815202713,0.08685459196567535,0.27505412697792053
1835,960209167,335.395075,0.903775,0.6247,99.0,3,VVDS,3.0,25.4796142578125,22.567354202270508,21.502094268798828,21.030532836914062,21.072492599487305,0.590490460395813,0.04926786944270134,0.03185482323169708,0.03830047324299812,0.14901821315288544
5881,1279117264,36.845497,-4.798557,1.0818,99.0,4,VVDS,4.0,23.78934669494629,23.59066390991211,22.959625244140625,22.762483596801758,22.28095817565918,0.07692167162895203,0.08416043221950531,0.08456910401582718,0.13907121121883392,0.23621836304664612
3765,958080527,334.87819,0.85749,0.3174,99.0,3,VVDS,3.0,21.084848403930664,19.568084716796875,19.051815032958984,18.759668350219727,18.656600952148438,0.016087673604488373,0.005578214768320322,0.0053069996647536755,0.007359393872320652,0.025954896584153175
4434,955482141,334.01038,0.185258,0.8505,99.0,3,VVDS,3.0,22.826370239257812,22.506601333618164,22.016460418701172,21.81706428527832,21.515859603881836,0.050053808838129044,0.049266889691352844,0.04782116413116455,0.07660584896802902,0.2111312597990036
1210,958198513,334.966846,-0.255032,0.4401,99.0,4,VVDS,4.0,23.210195541381836,22.40810203552246,22.146894454956055,21.99574089050293,21.821884155273438,0.0732986330986023,0.048978958278894424,0.05687844753265381,0.0971190482378006,0.30319032073020935
3407,1278915442,36.901528,-4.205613,0.4914,99.0,4,VVDS,4.0,23.814599990844727,23.216136932373047,22.8382625579834,22.909454345703125,23.249475479125977,0.08752516657114029,0.06533870100975037,0.0874016135931015,0.21546916663646698,0.7298466563224792
1095,1394576352,52.941461,-27.874998,0.6767,99.0,3,VVDS,3.0,23.918643951416016,23.10159683227539,22.444042205810547,22.420249938964844,22.314123153686523,0.10570055991411209,0.0634254664182663,0.06706808507442474,0.11231835186481476,0.42833131551742554
3824,958065698,335.29216,1.001049,0.41,99.0,4,VVDS,4.0,22.64073944091797,21.96855926513672,21.83977699279785,21.739322662353516,22.335681915283203,0.059272006154060364,0.03868873044848442,0.05786273255944252,0.105862095952034,0.5217756628990173
2357,958069701,334.695064,0.961662,0.2014,99.0,3,VVDS,3.0,21.71060562133789,21.0804386138916,20.84963035583496,20.68577766418457,20.642194747924805,0.0223431047052145,0.017494963482022285,0.02107062190771103,0.034773845225572586,0.10204780101776123
3321,1278925830,36.461499,-4.319407,0.861,99.0,3,VVDS,3.0,24.465402603149414,23.765623092651367,22.748546600341797,22.072425842285156,21.656042098999023,0.17564506828784943,0.11750053614377975,0.08084215968847275,0.08602259308099747,0.15336519479751587
3305,1278944140,36.891006,-4.525845,0.5607,99.0,3,VVDS,3.0,23.5924072265625,22.69966697692871,22.29425621032715,21.680112838745117,21.84156608581543,0.10956200212240219,0.06557893753051758,0.08067606389522552,0.08556641638278961,0.2856227159500122
4228,955467875,334.513755,0.331178,0.812,99.0,4,VVDS,4.0,23.630231857299805,23.280685424804688,22.8646240234375,22.370319366455078,22.665273666381836,0.08479408174753189,0.08385775983333588,0.0873933732509613,0.10759496688842773,0.48345494270324707
978,958162901,335.212568,0.086425,0.2841,99.0,3,VVDS,3.0,20.686338424682617,20.17172622680664,19.972557067871094,19.869054794311523,19.76125717163086,0.010229571722447872,0.00828344002366066,0.010159379802644253,0.017678851261734962,0.06085452437400818
5923,1278938050,36.666133,-4.461266,0.7681,99.0,4,VVDS,4.0,23.74843978881836,23.125011444091797,22.62103843688965,22.04327964782715,22.503244400024414,0.1042553037405014,0.071792371571064,0.08071641623973846,0.09578500688076019,0.37711119651794434
6198,955790706,334.44689,-0.335173,0.6268,99.0,4,VVDS,4.0,23.43429946899414,22.319217681884766,21.76682472229004,21.50986099243164,21.391372680664062,0.09402073919773102,0.04160363972187042,0.03783094882965088,0.0591324120759964,0.18397244811058044
1803,954993360,333.464658,1.008344,0.4425,99.0,3,VVDS,3.0,22.888416290283203,22.055511474609375,21.769147872924805,21.71480369567871,21.723388671875,0.044557783752679825,0.027629205957055092,0.032852523028850555,0.06138239800930023,0.1931249499320984
5394,1278909737,36.445466,-4.14253,0.316,99.0,3,VVDS,3.0,23.499347686767578,22.768653869628906,22.42842674255371,22.391002655029297,22.12648582458496,0.08746074885129929,0.0536835715174675,0.06613445281982422,0.13170407712459564,0.2343478500843048
4677,1278945393,36.769401,-4.540134,0.6374,99.0,3,VVDS,3.0,24.35900115966797,22.66133689880371,21.744115829467773,21.206056594848633,21.334732055664062,0.2087584137916565,0.06051179766654968,0.04848866909742355,0.05352026969194412,0.20707762241363525
1569,955761088,334.44077,-0.020878,0.2091,99.0,4,VVDS,4.0,20.266448974609375,19.514720916748047,19.200746536254883,19.026145935058594,19.046337127685547,0.010129164904356003,0.006447315216064453,0.007123246788978577,0.011837410740554333,0.04331134632229805
6327,1394570472,53.226511,-27.814927,0.2425,99.0,4,VVDS,4.0,23.399755477905273,22.810550689697266,22.662599563598633,22.950952529907227,22.55953025817871,0.05457300320267677,0.04239225015044212,0.06887175887823105,0.15103453397750854,0.4696965515613556
344,958124249,334.798067,0.43491,0.4381,99.0,4,VVDS,4.0,21.99814796447754,20.471729278564453,19.95151710510254,19.587059020996094,19.460834503173828,0.028843078762292862,0.00967492163181305,0.008872540667653084,0.012223390862345695,0.041432466357946396
2932,1278922398,36.775875,-4.282798,0.5159,99.0,3,VVDS,3.0,22.77202033996582,22.194011688232422,21.955907821655273,21.72338104248047,21.94264793395996,0.048100776970386505,0.0354502871632576,0.050504595041275024,0.08767130970954895,0.2645499110221863
911,958122463,335.262733,0.452798,0.7979,99.0,3,VVDS,3.0,23.702659606933594,22.83816909790039,22.11368179321289,21.885894775390625,21.632143020629883,0.11212190985679626,0.06516022235155106,0.053705472499132156,0.08301244676113129,0.2650691568851471
1041,955208819,333.985709,1.13952,0.6895,99.0,3,VVDS,3.0,25.6929874420166,23.21782112121582,22.261438369750977,22.003416061401367,21.794008255004883,0.5962768197059631,0.08194553107023239,0.05270634591579437,0.0831771120429039,0.1982240229845047
47,1278949547,36.934652,-4.585969,0.5669,99.0,4,VVDS,4.0,23.797069549560547,23.087797164916992,22.807373046875,22.899240493774414,22.853662490844727,0.10278356075286865,0.07069633901119232,0.09399084001779556,0.20348887145519257,0.4637143015861511
2680,956272511,334.094515,0.774283,0.6618,99.0,4,VVDS,4.0,23.22193145751953,22.656259536743164,22.127119064331055,22.424026489257812,23.01172637939453,0.06315933167934418,0.052384164184331894,0.050489671528339386,0.131353959441185,0.7092748880386353
5488,1278941170,36.760962,-4.49655,0.2962,99.0,4,VVDS,4.0,21.257930755615234,19.854578018188477,19.367895126342773,19.089475631713867,18.98220443725586,0.014536204747855663,0.005092946346849203,0.00591850932687521,0.008034804835915565,0.019971264526247978
1350,955761042,334.128975,-0.01829,0.3321,99.0,3,VVDS,3.0,21.24749755859375,20.505449295043945,20.274253845214844,20.036449432373047,20.05307960510254,0.019266190007328987,0.012337006628513336,0.014961517415940762,0.02321620285511017,0.08508157730102539
443,956432391,334.466901,0.474948,1.0029,99.0,3,VVDS,3.0,23.46023178100586,22.78163719177246,22.11850357055664,21.745933532714844,21.515329360961914,0.12441805005073547,0.08481495827436447,0.07067309319972992,0.09406742453575134,0.24867570400238037
1844,958073025,335.253334,0.932087,0.2403,99.0,4,VVDS,4.0,22.845888137817383,22.30919075012207,21.968416213989258,22.26667022705078,22.720426559448242,0.06107388436794281,0.04910958930850029,0.057254157960414886,0.13125747442245483,0.7942602634429932
1061,956246237,334.100671,1.032507,0.531,99.0,3,VVDS,3.0,22.481473922729492,21.715167999267578,21.48499298095703,21.37405776977539,21.580076217651367,0.0418628454208374,0.027416177093982697,0.0345739983022213,0.061655834317207336,0.3019108772277832
3529,1278934989,36.454368,-4.426547,0.4441,99.0,3,VVDS,3.0,24.25225830078125,22.49708366394043,21.97447967529297,21.537776947021484,21.389463424682617,0.18787537515163422,0.0486498586833477,0.047810185700654984,0.07317131757736206,0.13995780050754547
3487,955774065,334.181246,-0.155152,0.2158,99.0,3,VVDS,3.0,21.053251266479492,20.57951545715332,20.404699325561523,20.28183937072754,20.549617767333984,0.015395274385809898,0.013068761676549911,0.01680561900138855,0.032611679285764694,0.1313503235578537
3411,1278917249,36.905794,-4.224964,0.7864,99.0,4,VVDS,4.0,24.65391731262207,23.825239181518555,22.642608642578125,22.12916374206543,21.967857360839844,0.23523655533790588,0.13998104631900787,0.07897012680768967,0.10481157153844833,0.2601291239261627
