,coadd_object_id,ra,dec,z,err_z,flag_des,survey,flag_survey,mag_auto_g_dered,mag_auto_r_dered,mag_auto_i_dered,mag_auto_z_dered,mag_auto_y_dered,magerr_auto_g,magerr_auto_r,magerr_auto_i,magerr_auto_z,magerr_auto_y
6225,955791003,334.277429,-0.339438,0.4295,99.0,4,VVDS,4.0,23.086416244506836,21.383153915405273,20.78334617614746,20.446372985839844,20.32599449157715,0.09040068089962006,0.021595589816570282,0.01885833404958248,0.02515401877462864,0.08701251447200775
3842,1394562654,52.973891,-27.735448,0.6691,99.0,4,VVDS,4.0,24.25543785095215,23.193544387817383,22.479751586914062,22.300338745117188,22.46479034423828,0.2057400345802307,0.10549362003803253,0.0992579385638237,0.1424316167831421,0.7814427018165588
3055,1278931403,36.715152,-4.384737,0.4099,99.0,4,VVDS,4.0,23.804824829101562,23.031782150268555,23.048606872558594,22.911996841430664,22.654212951660156,0.08833793550729752,0.05476463958621025,0.09887521713972092,0.1850835382938385,0.3923531174659729
1519,958291049,334.653259,-0.354279,0.4689,99.0,4,VVDS,4.0,22.669601440429688,21.967073440551758,21.80129051208496,21.82666778564453,21.97649383544922,0.05806097760796547,0.03942059725522995,0.050550349056720734,0.09965856373310089,0.39286383986473083
1378,958304499,335.119536,-0.480676,0.8693,99.0,4,VVDS,4.0,22.727638244628906,22.019882202148438,21.310161590576172,20.851341247558594,20.6872615814209,0.03886938467621803,0.02677765116095543,0.021210819482803345,0.025064613670110703,0.08926115185022354
4620,955046037,333.687298,0.533288,0.3704,99.0,4,VVDS,4.0,22.930891036987305,21.95786476135254,21.840618133544922,21.64192008972168,21.815492630004883,0.05052303522825241,0.028491858392953873,0.039443135261535645,0.06403443962335587,0.2620067000389099
1023,956259662,334.559195,0.897631,0.2459,99.0,3,VVDS,3.0,22.58116340637207,21.93415641784668,21.799043655395508,21.752958297729492,21.68084144592285,0.0412181094288826,0.03105529583990574,0.04131793603301048,0.08037625253200531,0.25705328583717346
3213,1279101566,36.573209,-4.635186,0.3109,99.0,4,VVDS,4.0,21.215715408325195,20.57223892211914,20.259063720703125,19.928842544555664,19.944276809692383,0.01810489222407341,0.012631641700863838,0.017280882224440575,0.02411472238600254,0.06626033782958984
3250,1279117824,36.825149,-4.804924,0.2379,99.0,4,VVDS,4.0,22.27492332458496,21.623682022094727,21.506118774414062,21.315895080566406,21.129831314086914,0.03870999068021774,0.027192510664463043,0.04474364593625069,0.06799887865781784,0.1576405018568039
4502,955493888,334.043904,0.056555,0.345,99.0,4,VVDS,4.0,21.184967041015625,19.65090560913086,19.12686538696289,18.781091690063477,18.57045555114746,0.022423546761274338,0.007374478038400412,0.006886592134833336,0.00878410879522562,0.02780383825302124
5624,1274263081,36.442126,-4.714509,1.1654,99.0,3,VVDS,3.0,23.41311264038086,22.970365524291992,22.343698501586914,21.674753189086914,22.111865997314453,0.08284506946802139,0.07237785309553146,0.06873827427625656,0.07419846206903458,0.3192628026008606
912,958154120,335.220748,0.172831,0.4586,99.0,4,VVDS,4.0,22.688840866088867,21.94353485107422,21.794164657592773,21.689210891723633,21.600114822387695,0.04934045672416687,0.035470493137836456,0.04564211517572403,0.07085057348012924,0.28640609979629517
6257,955782949,333.971535,-0.256579,0.4867,99.0,3,VVDS,3.0,21.448963165283203,20.372573852539062,19.973678588867188,19.638500213623047,19.450658798217773,0.02685396745800972,0.012660408392548561,0.013083944097161293,0.017695488408207893,0.05076858028769493
1675,955479193,334.342703,0.21528,0.3181,99.0,4,VVDS,4.0,22.487449645996094,21.77800941467285,21.74176025390625,21.404138565063477,21.541786193847656,0.04027840122580528,0.02883894182741642,0.04183753952383995,0.054353706538677216,0.27074572443962097
1746,955202626,334.10228,1.205845,0.6916,99.0,4,VVDS,4.0,23.967378616333008,22.150314331054688,21.043638229370117,20.611726760864258,20.52085304260254,0.17193251848220825,0.045622818171978,0.024627158418297768,0.033949609845876694,0.09826492518186569
3357,1279114507,36.74448,-4.768527,0.4815,99.0,4,VVDS,4.0,22.99551773071289,21.958595275878906,21.617752075195312,21.405534744262695,21.38456153869629,0.05317622423171997,0.027224112302064896,0.03462853282690048,0.054782383143901825,0.14877061545848846
1736,955471232,334.336601,0.296785,0.5434,99.0,3,VVDS,3.0,22.25444221496582,21.340364456176758,21.03502082824707,20.8338623046875,21.085113525390625,0.03177723288536072,0.018840042874217033,0.02185259386897087,0.036764346063137054,0.14716114103794098
1629,958067860,334.887106,0.98084,0.6177,99.0,3,VVDS,3.0,21.101041793823242,20.778980255126953,20.460697174072266,20.483264923095703,20.418861389160156,0.012757806107401848,0.011447664350271225,0.014606345444917679,0.029180921614170074,0.08201991766691208
4172,955758856,334.605184,0.007854,0.304,99.0,3,VVDS,3.0,22.326427459716797,21.522523880004883,21.301469802856445,20.999038696289062,21.48131561279297,0.03771539404988289,0.023816566914319992,0.02845100872218609,0.037781305611133575,0.288516640663147
430,955000629,333.758951,0.944664,0.2898,99.0,4,VVDS,4.0,22.28675651550293,21.70876121520996,21.580989837646484,21.95917320251465,21.21247673034668,0.04337676241993904,0.035262588411569595,0.04829612746834755,0.13738295435905457,0.20695939660072327
1808,956253689,334.362909,0.956238,0.5867,99.0,3,VVDS,3.0,24.830636978149414,22.834257125854492,21.895160675048828,21.471843719482422,21.009864807128906,0.2885819375514984,0.0645356997847557,0.04230057820677757,0.052448906004428864,0.12239763885736465
3971,953847270,333.491191,1.133091,0.7427,99.0,3,VVDS,3.0,23.88121795654297,22.765666961669922,22.05356216430664,21.6546630859375,21.531333923339844,0.13906672596931458,0.06510865688323975,0.04936601594090462,0.06726360321044922,0.191399946808815
4149,955484348,334.296327,0.162955,0.6575,99.0,4,VVDS,4.0,23.226036071777344,22.637910842895508,22.187036514282227,22.456623077392578,22.15240478515625,0.07388127595186234,0.058856360614299774,0.05980201065540314,0.14380551874637604,0.3987959623336792
3829,958059390,335.21333,1.060857,0.334,99.0,3,VVDS,3.0,21.36195182800293,19.957765579223633,19.47244644165039,19.136703491210938,19.063034057617188,0.022399868816137314,0.007975909858942032,0.008022447116672993,0.012386009097099304,0.03732065483927727
4984,1278928359,36.342649,-4.350286,0.5582,99.0,4,VVDS,4.0,22.96006965637207,21.67566680908203,21.219287872314453,20.97856330871582,21.0002498626709,0.060740865767002106,0.023892264813184738,0.028715932741761208,0.04313385486602783,0.11570175737142563
6292,958195875,334.663842,-0.230082,0.2162,99.0,4,VVDS,4.0,20.553674697875977,20.083864212036133,19.868581771850586,19.782489776611328,19.822265625,0.014069960452616215,0.011588727124035358,0.01326024066656828,0.026975074782967567,0.09917698800563812
2222,958145620,334.686899,0.241751,0.2107,99.0,3,VVDS,3.0,19.63672637939453,18.81157875061035,18.429237365722656,18.20983123779297,18.15354347229004,0.007557686418294907,0.0048202890902757645,0.0050283572636544704,0.007730432320386171,0.028742307797074318
3658,955776190,333.948311,-0.175455,0.6163,99.0,3,VVDS,3.0,23.369382858276367,21.644367218017578,20.937040328979492,20.66237449645996,20.687850952148438,0.12097292393445969,0.03230089694261551,0.026156358420848846,0.04099540784955025,0.16070020198822021
5057,1279103298,36.880564,-4.641742,0.6354,99.0,3,VVDS,3.0,21.459850311279297,20.603673934936523,20.16303062438965,19.950191497802734,20.057750701904297,0.022020917385816574,0.013366390950977802,0.01572839356958866,0.023917732760310173,0.07158703356981277
4562,958092459,334.95138,0.744625,0.4714,99.0,3,VVDS,3.0,22.589492797851562,21.61528968811035,21.2176570892334,20.975366592407227,20.732147216796875,0.04878929257392883,0.026870787143707275,0.029737278819084167,0.04653571918606758,0.12114714831113815
5650,1278938267,36.842679,-4.463655,0.5248,99.0,4,VVDS,4.0,23.560457229614258,22.826501846313477,22.785459518432617,22.878009796142578,23.08865737915039,0.07859805971384048,0.05028686672449112,0.08694378286600113,0.18186651170253754,0.5621844530105591
1948,958105327,334.719496,0.621017,0.4718,99.0,3,VVDS,3.0,22.661407470703125,21.42458724975586,20.99521827697754,20.593416213989258,20.354467391967773,0.04849271848797798,0.021533656865358353,0.022110503166913986,0.030909346416592598,0.07977335155010223
4839,1278937313,36.544878,-4.452802,0.2398,99.0,4,VVDS,4.0,22.87509536743164,22.314199447631836,22.176755905151367,22.090166091918945,21.94198226928711,0.05483392998576164,0.04104134067893028,0.06414537131786346,0.11278612166643143,0.2505892515182495
5623,1279103949,36.468204,-4.647579,0.2,99.0,4,VVDS,4.0,22.990076065063477,22.50715446472168,22.360061645507812,22.142221450805664,21.55158042907715,0.06691569834947586,0.053679488599300385,0.08813772350549698,0.12975497543811798,0.22675654292106628
3745,960208410,335.461238,0.910134,0.1882,99.0,4,VVDS,4.0,22.298311233520508,21.765979766845703,21.578433990478516,21.513309478759766,21.93333625793457,0.040768858045339584,0.030577370896935463,0.042622312903404236,0.06983453780412674,0.4255666136741638
1995,958102696,334.755301,0.64634,0.33,99.0,3,VVDS,3.0,20.69037437438965,19.502880096435547,19.071439743041992,18.768259048461914,18.801544189453125,0.012975450605154037,0.005718046333640814,0.00606110692024231,0.0099707106128335,0.028564758598804474
2671,1278946130,36.514073,-4.54743,0.44,99.0,4,VVDS,4.0,23.744356155395508,23.063112258911133,22.77410316467285,23.506629943847656,22.764873504638672,0.0936456099152565,0.06618242710828781,0.09159917384386063,0.34756556153297424,0.5013636946678162
6130,955788421,333.960084,-0.311475,0.1283,99.0,3,VVDS,3.0,22.262569427490234,21.81290054321289,21.54737663269043,21.544931411743164,21.237075805664062,0.04389311000704765,0.03635350242257118,0.04256017133593559,0.07393896579742432,0.21605655550956726
2224,954062760,333.867618,0.051357,0.7495,99.0,3,VVDS,3.0,23.355613708496094,22.18910026550293,21.464759826660156,21.13210678100586,21.11984634399414,0.08789601176977158,0.04075881466269493,0.031283289194107056,0.04263008385896683,0.1795656383037567
1106,958308798,334.643435,-0.522349,0.8994,99.0,3,VVDS,3.0,23.79521942138672,23.154394149780273,22.425228118896484,22.299602508544922,23.6732177734375,0.1552676558494568,0.1119452565908432,0.0847896859049797,0.1386997401714325,1.7863898277282715
5221,1278942148,36.5563,-4.505113,0.4951,99.0,4,VVDS,4.0,23.956424713134766,22.546415328979492,21.686609268188477,21.354333877563477,21.380563735961914,0.17021743953227997,0.057708773761987686,0.046643778681755066,0.07198546826839447,0.1862618774175644
818,954054492,333.627776,0.130408,0.204,99.0,3,VVDS,3.0,18.733062744140625,17.95765495300293,17.61750030517578,17.4244441986084,17.386470794677734,0.004287362098693848,0.0029632847290486097,0.003225065069273114,0.004449698142707348,0.014897935092449188
3334,1279111005,36.486778,-4.729372,0.6792,99.0,3,VVDS,3.0,23.939537048339844,22.436302185058594,21.610708236694336,21.171192169189453,20.945316314697266,0.2014777958393097,0.06478489190340042,0.05548620596528053,0.06933292001485825,0.15348879992961884
4314,955037822,333.799573,0.609592,0.5395,99.0,3,VVDS,3.0,22.3708553314209,20.935216903686523,20.35041046142578,19.96507453918457,19.906734466552734,0.04788276553153992,0.017605941742658615,0.015504791401326656,0.02181752398610115,0.0647149533033371
4597,958100729,334.897837,0.667964,0.7439,99.0,3,VVDS,3.0,24.463817596435547,23.062694549560547,22.128446578979492,21.589584350585938,21.658811569213867,0.19883958995342255,0.07475809007883072,0.050411611795425415,0.05926882475614548,0.21783585846424103
1697,956252341,334.38587,0.968769,0.654,99.0,4,VVDS,4.0,23.964553833007812,22.037368774414062,21.036685943603516,20.572969436645508,20.47180938720703,0.19842612743377686,0.0396282896399498,0.02394484542310238,0.03396850451827049,0.09312465786933899
3997,956262314,333.938391,0.870664,0.4125,99.0,4,VVDS,4.0,22.255184173583984,21.334766387939453,21.112049102783203,20.88011360168457,20.83635711669922,0.031185049563646317,0.017675766721367836,0.022280167788267136,0.03490130603313446,0.12460824102163315
136,1279110154,36.515475,-4.721597,0.6725,99.0,4,VVDS,4.0,22.022541046142578,21.34307098388672,20.972713470458984,21.030162811279297,21.09168243408203,0.025970883667469025,0.01855468563735485,0.023263536393642426,0.04586465284228325,0.13311678171157837
3646,958188155,334.707892,-0.154858,0.6516,99.0,3,VVDS,3.0,22.300085067749023,21.429536819458008,20.971467971801758,20.747352600097656,20.736873626708984,0.038092195987701416,0.02578546851873398,0.02492252178490162,0.03523455187678337,0.14129102230072021
4871,1278914829,36.760476,-4.199058,0.5178,99.0,3,VVDS,3.0,23.206607818603516,21.45660400390625,20.756601333618164,20.40019416809082,20.270755767822266,0.07911112904548645,0.021467620506882668,0.019383441656827927,0.03259500116109848,0.07351873815059662
4128,958141268,334.881649,0.291578,0.7074,99.0,3,VVDS,3.0,23.262601852416992,22.67327117919922,21.99205780029297,21.771522521972656,21.737300872802734,0.06651100516319275,0.052052248269319534,0.04191214218735695,0.06559589505195618,0.2691021263599396
5897,1279107804,36.624467,-4.694714,0.8032,99.0,4,VVDS,4.0,23.490219116210938,22.89195442199707,22.33513832092285,22.18500518798828,23.107881546020508,0.08837658166885376,0.0674951896071434,0.0738634392619133,0.12187882512807846,0.8445286154747009
1180,960374988,335.389007,-0.13467,0.4717,99.0,4,VVDS,4.0,22.609533309936523,21.97088623046875,21.728221893310547,21.624574661254883,21.889480590820312,0.04573903605341911,0.03060230240225792,0.03453487530350685,0.059107039123773575,0.3275662660598755
3866,957416834,334.790177,1.133611,0.2847,99.0,3,VVDS,3.0,21.13454246520996,20.26435661315918,19.953981399536133,19.653339385986328,19.475826263427734,0.03737359121441841,0.020193930715322495,0.02470230497419834,0.04052577167749405,0.08515206724405289
888,958143293,334.973848,0.272208,0.3357,99.0,4,VVDS,4.0,21.08466339111328,20.50040054321289,20.395130157470703,20.160598754882812,20.313444137573242,0.011352901346981525,0.00853818655014038,0.011624426580965519,0.018291836604475975,0.08532000333070755
3012,1278934035,36.66079,-4.415576,0.6375,99.0,4,VVDS,4.0,22.985897064208984,22.17108917236328,21.714658737182617,21.635272979736328,21.470043182373047,0.0592116042971611,0.0359550379216671,0.0406048558652401,0.07744759321212769,0.1648513525724411
2437,955010848,333.675028,0.853539,0.1441,99.0,3,VVDS,3.0,22.642494201660156,22.150375366210938,22.08496856689453,21.989025115966797,22.13682746887207,0.03647829219698906,0.031631581485271454,0.045736536383628845,0.08054038137197495,0.3283178210258484
