,ra,dec,z,mag_auto_g_dered,mag_auto_r_dered,mag_auto_i_dered,mag_auto_z_dered,mag_auto_y_dered,magerr_auto_g,magerr_auto_r,magerr_auto_i,magerr_auto_z,magerr_auto_y
17,53.001785,-27.874686,0.6285,24.322235107421875,22.345184326171875,21.314756393432617,20.86900520324707,20.622617721557617,0.15751177072525024,0.03397602215409279,0.02510182373225689,0.02915761061012745,0.09155856817960739
18,53.010201,-27.894307,0.735,25.425928115844727,24.94365882873535,24.293140411376953,24.586301803588867,24.569021224975586,0.2127218097448349,0.1690976917743683,0.2025643289089203,0.441681444644928,1.7860867977142334
19,36.820703,-4.296045,0.515,24.175487518310547,22.406484603881836,21.806148529052734,21.336776733398438,21.473670959472656,0.15221355855464935,0.03776676207780838,0.03844030201435089,0.05287722125649452,0.14875277876853943
20,36.360057,-4.613898,0.8936,24.748199462890625,24.017717361450195,23.445100784301758,22.42255973815918,22.225603103637695,0.2596351206302643,0.16630440950393677,0.17483742535114288,0.12329957634210587,0.29338517785072327
21,53.01038,-27.900551,0.6122,24.65034294128418,24.016569137573242,23.6804256439209,23.439626693725586,23.222869873046875,0.2394624501466751,0.17214180529117584,0.2464989274740219,0.3573852777481079,1.2752798795700073
22,36.934021,-4.206964,0.9356,24.77479362487793,23.771785736083984,22.880138397216797,22.358827590942383,23.166015625,0.2608126103878021,0.1467682272195816,0.1126788780093193,0.1427464336156845,0.7844037413597107
23,53.209198,-27.931243,0.6823,23.60381507873535,23.313011169433594,22.99380874633789,22.725072860717773,25.81610679626465,0.07406280934810638,0.07283524423837662,0.1090543121099472,0.14845503866672516,10.19034194946289
24,36.946117,-4.28431,0.4367,21.663898468017578,20.77601432800293,20.451644897460938,20.229873657226562,20.157989501953125,0.017231164500117302,0.00961143895983696,0.01250880304723978,0.02138190157711506,0.049645088613033295
25,36.94831,-4.279742,0.8498,23.901498794555664,23.68206214904785,23.186119079589844,23.151288986206055,23.201396942138672,0.10856226086616516,0.1121591329574585,0.1252410113811493,0.24789980053901672,0.6478762626647949
26,53.203535,-27.920737,0.4182,24.00399398803711,23.64413833618164,23.29461097717285,23.152429580688477,22.916643142700195,0.09892810881137848,0.08387000113725662,0.1185886487364769,0.19004565477371216,0.5291023850440979
27,53.22298,-27.930851,0.733,23.978971481323242,23.39272117614746,22.872589111328125,22.72362518310547,23.149471282958984,0.09871110320091248,0.07411196827888489,0.09431138634681702,0.14049431681632996,0.7675462365150452
28,53.225664,-27.930316,0.7354,23.012182235717773,22.14310646057129,21.30426597595215,21.006227493286133,20.70253562927246,0.05595752224326134,0.03164975717663765,0.029462570324540138,0.039677154272794724,0.1064964234828949
29,52.991791,-27.894524,0.1787,24.193159103393555,23.73661231994629,24.00909996032715,24.72034454345703,22.80049705505371,0.12260212004184723,0.10611546784639359,0.270675927400589,0.8886210322380066,0.6108394861221313
30,36.956608,-4.27022,0.8486,25.27645492553711,23.993194580078125,23.06983184814453,22.377317428588867,22.80087661743164,0.38690149784088135,0.14976897835731506,0.11024583131074905,0.1249394342303276,0.448196679353714
31,36.963521,-4.275161,0.3177,23.356996536254883,22.086984634399414,21.706514358520508,21.47027015686035,21.480249404907227,0.08472810685634613,0.033765003085136414,0.040420226752758026,0.0724453330039978,0.16980038583278656
32,36.969966,-4.276824,0.6762,25.476699829101562,24.31749153137207,23.532629013061523,23.956384658813477,26.99248695373535,0.4014572203159332,0.17987287044525146,0.15210318565368652,0.5219833850860596,19.080583572387695
33,36.947313,-4.25827,0.5101,25.778736114501953,24.450014114379883,24.2828311920166,25.013309478759766,23.25682830810547,0.4890412986278534,0.1751038283109665,0.2556028664112091,1.0795958042144775,0.48718535900115967
34,53.042228,-27.933595,0.7392,24.636411666870117,23.983509063720703,23.710660934448242,23.216779708862305,24.26187515258789,0.14925381541252136,0.10679411143064499,0.1601933389902115,0.17833876609802246,1.8885400295257568
35,36.596465,-4.639659,0.6051,25.383691787719727,24.03976821899414,23.41555404663086,23.19371795654297,22.56472396850586,0.35918381810188293,0.12684211134910583,0.13449694216251373,0.2001589834690094,0.31611764430999756
36,53.035961,-27.917617,0.6756,23.94712257385254,22.961166381835938,22.16315460205078,22.006078720092773,21.96256446838379,0.11604809015989304,0.0580190047621727,0.05653038248419762,0.08274872601032257,0.29210716485977173
37,53.220197,-27.868895,0.6817,24.840559005737305,23.711124420166016,23.105670928955078,22.852136611938477,22.232175827026367,0.1906750500202179,0.09464484453201294,0.10068033635616302,0.13483119010925293,0.3363986313343048
38,36.926558,-4.393922,0.4473,24.525054931640625,24.107864379882812,23.56324005126953,22.95673179626465,23.095643997192383,0.2369747906923294,0.20015713572502136,0.2251741886138916,0.25613105297088623,0.8084518909454346
39,36.354727,-4.610485,0.5223,21.33295440673828,20.239948272705078,19.785202026367188,19.48952293395996,19.38064956665039,0.019969936460256577,0.009402377530932426,0.010744602419435978,0.014517055824398994,0.03829105943441391
40,53.033224,-27.919812,0.669,23.92201042175293,23.480249404907227,22.86271095275879,23.17749786376953,22.83338737487793,0.09689448773860931,0.07588675618171692,0.08597789704799652,0.19739872217178345,0.5303321480751038
41,36.776248,-4.570394,0.3323,22.04486846923828,21.24014663696289,20.729557037353516,20.58146095275879,20.38355827331543,0.06664249300956726,0.04791633039712906,0.047498539090156555,0.06845949590206146,0.12768539786338806
42,53.02445,-27.919443,0.6754,23.955411911010742,23.295970916748047,22.86104965209961,22.65470314025879,23.830337524414062,0.14432817697525024,0.09489686787128448,0.12779314815998077,0.18105363845825195,1.9851106405258179
